year,lgID,teamID,franchID,team name,park name,attendance,BA,2B,3B,HR,teamIDBR,teamIDlahman45,teamIDretro,Capacity,Type,Surface,LLd,LFd,LCd,CFd,RCd,RFd,RLd,LLh,LFh,LCh,CFh,RCh,RFh,RLh,BA LH,2B LH,3B LH,HR LH,BA RH,2B RH,3B RH,HR RH,BA Overall,2B Overall,3B Overall,HR Overall,path,pt_level,pt_id
2026,MLB,COL,COL,Colorado Rockies,Coors Field,0,1.081470132,1,1,1.067738652,COL,COL,COL,50482,o,g,347,369,390,415,375,358,350,13,13,8,8,16,14,14,1.075350404,1.075874805,1.276771784,1.049718142,1.085076928,1.133415222,1.415941954,1.079511046,1.081470132,1.11151123,1.346648455,1.067738652,colorado_field,0,11
2026,MLB,DET,DET,Detroit Tigers,Comerica Park,0,1.003919125,1,1,0.963657498,DET,DET,DET,41683,o,g,345,370,398,420,403,356,330,8,8,9,8,14,8,8,1.009504318,0.985212743,1.425685883,0.951784432,1.012975812,1.029744625,0.961294174,0.984381676,1.003919125,1.003130198,1.182703257,0.963657498,comerica_park,0,12
2026,MLB,HOU,HOU,Houston Astros,Daikin Park,0,0.985256314,1,1,1.017074585,HOU,HOU,HOU,42062,r,g,315,362,390,436,397,373,326,21,21,25,9,9,7,7,1.014421821,1.014163375,1.286921144,1.019663572,0.971768737,0.984925747,0.989836216,1.015596747,0.985256314,0.995025098,1.097737789,1.017074585,daikin_park,0,13
2026,MLB,KCA,KCR,Kansas City Royals,Kauffman Stadium,0,1.031808853,1,1,0.947476327,KCR,KCA,KCA,37905,o,g,330,362,385,410,385,362,330,8,8,8,8,8,8,8,1.031672001,1.073487401,1.281503677,0.920756459,1.030036569,1.075105786,1.183847785,0.964497447,1.031808853,1.075662374,1.228336096,0.947476327,kauffman_stadium,0,14
2026,MLB,LAA,ANA,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3020216,1.001895308,1,1,1.051515579,LAA,ANA,ALA,45485,o,g,330,371,387,400,375,363,330,5,5,8,8,8,5,5,0.9858284,0.947333515,1.0135113,1.067795634,1.006276608,0.970519722,0.99686414,1.036289454,1.001895308,0.965182662,1.008388758,1.051515579,angel_stadium_of_anaheim,0,15
2026,MLB,LAN,LAD,Los Angeles Dodgers,Dodger Stadium,0,0.963732839,1,1,1.102281451,LAD,LAN,LAN,55002,o,g,330,360,385,400,385,360,330,4,4,8,8,8,4,4,0.97995013,0.976897657,0.87509048,1.071812749,0.951374233,0.982168257,0.807017088,1.123232603,0.963732839,0.980936527,0.843478262,1.102281451,dodger_stadium,0,16
2026,MLB,MIA,FLA,Miami Marlins,LoanDepot Park,0,1.016010761,1,1,0.972973824,MIA,FLO,FLO,37424,r,t,344,364,393,407,397,361,335,7,7,14,20,15,7,7,1.021240711,0.998557568,1.128967285,1.00846827,1.00267005,1.014079809,1.041738987,0.940803289,1.016010761,1.014599204,1.090778112,0.972973824,loandepot_park,0,17
2026,MLB,MIL,MIL,Milwaukee Brewers,American Family Field,0,0.963210106,1,1,1.0384233,MIL,ML8,MIL,41902,r,g,344,371,382,400,383,371,345,8,8,8,8,8,6,6,0.944273174,0.949429274,1.068402052,1.049515009,0.966249466,0.969712317,1.003581882,1.019025207,0.963210106,0.968135118,1.049820304,1.0384233,american_family_field,0,18
2026,MLB,MIN,MIN,Minnesota Twins,Target Field,0,1.005480886,1,1,0.988460779,MIN,MIN,MIN,39023,o,g,339,358,377,404,378,367,328,8,8,8,8,23,23,23,1.010914445,1.022705197,0.929982901,1.021462083,0.988550305,1.063042641,0.910335541,0.955120981,1.005480886,1.054267764,0.926744163,0.988460779,target_field,0,19
2026,MLB,NYN,NYM,New York Mets,Citi Field,0,0.971625507,1,1,0.986609995,NYM,NYN,NYN,41924,o,g,331,347,373,408,384,375,330,8,8,8,11,18,8,8,0.97843802,0.98323375,0.848687768,0.974248171,0.981070638,0.927090764,0.91326493,1.01297462,0.971625507,0.943024099,0.871041536,0.986609995,citi_field,0,20
2026,MLB,NYA,NYY,New York Yankees,Yankee Stadium,0,0.968911648,1,1,1.044119954,NYY,NYA,NYA,57547,o,g,318,359,392,408,385,353,314,8,8,7,7,9,10,10,0.96713984,0.951235235,0.849202454,1.067572713,0.974669218,0.961336076,0.862251222,1.035498381,0.968911648,0.954616666,0.853598177,1.044119954,yankee_stadium,0,21
2026,MLB,PHI,PHI,Philadelphia Phillies,Citizens Bank Park,0,0.98756963,1,1,1.053378105,PHI,PHI,PHI,43653,o,g,329,356,385,401,381,357,330,11,11,11,6,13,13,13,0.999370992,0.951836526,1.090704679,1.081446767,0.986764491,0.995142996,0.956820011,1.038439393,0.98756963,0.972628534,1.017307639,1.053378105,citizens_bank_park,0,22
2026,MLB,PIT,PIT,Pittsburgh Pirates,PNC Park,0,1.027923107,1,1,0.93368423,PIT,PIT,PIT,38364,o,g,325,362,395,399,395,350,320,6,6,10,10,10,21,21,1.019131541,1.069854021,0.9247365,0.954544604,1.024657726,1.033260703,1.047180414,0.905401349,1.027923107,1.054926753,0.983421028,0.93368423,pnc_park,0,23
2026,MLB,SDN,SDP,San Diego Padres,Petco Park,0,0.969999552,1,1,1.010983109,SDP,SDN,SDN,42526,o,g,336,357,390,396,396,363,322,4,4,8,7,10,10,10,0.965752482,0.967547894,0.828297436,1.014306545,0.968022227,0.93921715,0.888492584,1.003760099,0.969999552,0.954187572,0.856818199,1.010983109,petco_park,0,24
2026,MLB,SFN,SFG,San Francisco Giants,Oracle Park,0,1.018748522,1,1,0.911134839,SFG,SFN,SFN,41917,o,g,339,350,364,399,420,365,309,8,8,11,8,25,25,25,1.001827717,1.017832041,1.05738008,0.9142735,1.023901939,1.014580369,1.149312615,0.903128803,1.018748522,1.020335078,1.099648476,0.911134839,oracle_park,0,25
2026,MLB,SEA,SEA,Seattle Mariners,T-Mobile Park,0,0.950957894,1,1,0.955671012,SEA,SEA,SEA,47478,r,g,331,357,378,401,381,357,340,15,15,8,8,8,8,8,0.951737404,0.934543669,0.751126349,0.928913236,0.948722303,0.930498123,0.842010319,0.977019727,0.950957894,0.93316406,0.794993758,0.955671012,t_mobile_park,0,26
2026,MLB,SLN,STL,St. Louis Cardinals,Busch Stadium,0,1.01070714,1,1,0.939292371,STL,SLN,SLN,45401,o,g,336,362,396,400,396,362,335,8,8,8,8,8,8,8,1.002883673,0.962399125,0.838633299,0.936663747,1.012226701,0.998876512,0.943197072,0.937869966,1.01070714,0.986189485,0.886206925,0.939292371,busch_stadium,0,27
2026,MLB,TBA,TBD,Tampa Bay Rays,Tropicana Field,0,1.030955791,1,1,1.041584134,TBD,TBA,TBA,31044,d,t,315,343,370,404,360,346,322,11,11,11,9,11,11,11,0.998706281,0.964705884,0.820320845,0.996741652,1.06514287,0.964981735,1,1.081780195,1.030955791,0.964848816,0.878700376,1.041584134,tropicana_field,0,28
2026,MLB,TEX,TEX,Texas Rangers,Globe Life Field,0,0.978597224,1,1,1.020573616,TEX,TEX,TEX,40302,r,t,334,361,388,400,381,353,325,14,14,8,8,8,8,8,0.989927649,1.011017561,0.889186025,1.047993183,0.962577105,0.987845957,0.96328342,0.994071245,0.978597224,1.002732754,0.932755172,1.020573616,globe_life_field,0,29
2026,MLB,TOR,TOR,Toronto Blue Jays,Rogers Centre,0,0.981035113,1,1,1.031645179,TOR,TOR,TOR,50600,r,t,328,352,390,400,390,352,328,10,10,10,10,10,10,10,0.965819359,1.046867728,0.882762551,0.966014981,0.976261795,0.994312048,0.897360861,1.05317533,0.981035113,1.019713879,0.895529926,1.031645179,rogers_centre,0,30
2026,MLB,WAS,WSN,Washington Nationals,Nationals Park,0,0.999729097,1,1,1.00313282,WSN,FRI,WAS,41224,o,g,336,355,377,402,370,353,335,8,8,8,12,12,12,12,1.034756064,1.013029933,0.929353058,0.994259179,0.988206208,0.994653225,1.017314911,1.027736664,0.999729097,0.994250059,0.957718134,1.00313282,nationals_park,0,31
2026,PCL,,,Round Rock Express,Dell Diamond,0,0,0,0,0,,,,8688,o,g,330,350,375,407,375,350,325,9,9,9,9,9,9,9,0.99,1.08,1,0.96,0.91,0.84,0.6,0.86,0.949,0.952,0.775,0.909,dell_diamond,-2,32
2026,PCL,,,Tacoma Rainiers,Cheney Stadium,0,0,0,0,0,,,,42000,o,g,329,357,398,422,389,350,327,9,9,9,9,9,9,9,0.87,0.74,0.53,1.13,0.93,0.81,0.48,0.93,0.899,0.774,0.504,1.025,cheney_stadium,-2,33
2026,PCL,,,Sacramento River Cats,Sutter Health Park,0,0,0,0,0,,,,14014,o,g,330,371,392,403,385,371,328,7,7,7,7,7,7,7,1.00358665,1.058565736,1.046153903,1.036783457,1.03431201,1.069267869,0.912041903,1.017427444,1.022815108,1.065230489,0.955319166,1.025062799,sutter_health_park,-2,34
2026,PCL,,,Salt Lake Bees,Daybreak Field,0,0,0,0,0,,,,15500,o,g,345,370,390,420,375,345,315,6,6,9,9,13,17,17,1.01,1.02,1.31,0.75,1.1,1.11,1.46,1,1.054,1.064,1.383,0.866,daybreak_field,-2,35
2026,PCL,,,Oklahoma City Comets,Chickasaw Bricktown Ballpark,0,0,0,0,0,,,,13066,o,g,325,350,375,400,375,350,325,8,8,8,8,8,8,8,1.03,1.02,1.27,0.79,0.92,0.91,1.17,0.89,0.973,0.963,1.219,0.839,chickasaw_bricktown_ballpark,-2,36
2026,PCL,,,El Paso Chihuahuas,Southwest University park,0,0,0,0,0,,,,7500,o,g,342,370,414,430,410,363,330,9,9,9,9,9,9,9,1.1,1.02,1.66,1.5,1.1,1.23,0.88,1.1,1.1,1.12,1.209,1.285,southwest_university_park,-2,37
2026,PCL,,,Albuquerque Isotopes,Rio Grande Credit Union Field at Isotopes Park,0,0,0,0,0,,,,12215,o,g,320,358,391,427,403,370,323,7,7,7,10,14,18,18,1.08,1.1,1.22,1.17,1.14,1.17,1.93,1.39,1.11,1.134,1.534,1.275,rio_grande_credit_union_field_at_isotopes_park,-2,38
2026,PCL,,,Reno Aces,Greater Nevada Field,0,0,0,0,0,,,,11500,o,g,339,362,385,410,423,382,340,18,18,18,8,8,8,8,1.12,1.31,1.16,0.97,1.07,1.22,2.21,0.94,1.095,1.264,1.601,0.955,greater_nevada_field,5,39
2026,PCL,,,Las Vegas Aviators,Las Vegas Ballpark,0,0,0,0,0,,,,10000,o,g,340,360,380,415,380,360,340,14,14,10,10,10,10,10,1.06,1.05,0.77,1.39,1.11,1.16,1.36,1.44,1.085,1.104,1.023,1.415,las_vegas_ballpark,-2,40
2026,PCL,,,Sugar Land Space Cowboys,Constellation Field,0,0,0,0,0,,,,7500,o,g,325,352,379,405,386,367,348,15,15,10,10,10,10,10,0.83,0.89,0.82,0.63,0.87,0.79,0.57,0.77,0.85,0.839,0.684,0.696,constellation_field,-2,41
2026,IL,,,Rochester Red Wings,Innovative Field,0,0,0,0,0,,,,10868,o,g,335,355,380,402,375,348,322,9,9,9,14,9,9,9,1,1.01,1.32,1.06,1,0.92,1.25,1.11,1,0.964,1.285,1.085,frontier_field,4,42
2026,IL,,,Columbus Clippers,Huntington Park,0,0,0,0,0,,,,10000,o,g,360,375,385,400,385,375,365,8,8,8,8,8,8,8,0.95,0.9,0.43,0.96,0.99,1.05,0.32,1.1,0.97,0.972,0.371,1.028,huntington_park,5,43
2026,IL,,,Lehigh Valley IronPigs,Coca-Cola Park,0,0,0,0,0,,,,10000,o,g,334,374,409,400,398,369,325,10,10,10,14,10,10,10,0.97,0.94,0.55,0.82,0.98,1.08,0.97,0.94,0.975,1.008,0.73,0.878,coca_cola_park,-2,44
2026,IL,,,Iowa Cubs,Principal Park,0,0,0,0,0,,,,11000,o,g,335,360,380,400,380,360,335,8,8,8,8,8,8,8,0.99,1.13,1.26,1.27,1,1.15,0.81,0.96,0.995,1.14,1.01,1.104,principal_park,-2,45
2026,IL,,,Durham Bulls,Durham Bulls Athletic Park,0,0,0,0,0,,,,10000,o,g,305,345,371,400,373,350,327,9,9,9,9,9,9,9,1.09,1.16,1.48,1.19,1.03,1.01,0.77,1.39,1.06,1.082,1.068,1.286,durham_bulls_athletic_park,-2,46
2026,IL,,,Buffalo Bisons,Sahlen Field,0,0,0,0,0,,,,19500,o,g,325,350,378,404,378,350,325,12,12,12,12,12,12,12,0.9,0.88,1.38,0.88,1,1.03,1.19,0.93,0.949,0.952,1.281,0.905,sahlen_field,-2,47
2026,IL,,,Toledo Mud Hens,Fifth Third Ballpark,0,0,0,0,0,,,,11123,o,g,331,357,397,424,395,361,327,9,9,9,9,9,9,9,0.94,0.96,1.61,0.68,1.02,1.11,1.64,0.87,0.979,1.032,1.625,0.769,fifth_third_ballpark,-2,48
2026,IL,,,Worcester Red Sox,Polar Park,0,0,0,0,0,,,,9508,o,g,329,366,391,402,370,320,328,9,9,9,9,9,9,9,1.09,1.27,0.71,1.05,1.02,1.21,0.69,0.98,1.054,1.24,0.7,1.014,polar_park,6,49
2026,IL,,,Scranton WB RailRiders,PNC Field,0,0,0,0,0,,,,10982,o,g,330,355,380,408,380,355,330,7,7,7,7,7,7,7,1.02,0.98,0.6,1.15,0.93,0.93,1.11,0.81,0.974,0.955,0.816,0.965,pnc_field,-2,50
2026,IL,,,Norfolk Tides,Harbor Park,0,0,0,0,0,,,,12067,o,g,333,365,385,410,386,355,338,7,7,7,7,7,7,7,0.92,0.99,0.93,0.89,1,1.14,0.92,1.02,0.959,1.062,0.925,0.953,harbor_park,-2,51
2026,IL,,,Nashville Sounds,First Horizon Park,0,0,0,0,0,,,,8500,o,g,330,350,386,403,388,352,310,10,10,10,10,10,10,10,1,0.93,1.57,0.7,1,0.86,1.98,0.87,1,0.894,1.763,0.78,first_horizon_park,-2,52
2026,IL,,,Memphis Redbirds,AutoZone Park,0,0,0,0,0,,,,12512,o,g,327,347,385,419,379,339,320,7,7,7,7,7,7,7,1.03,1.14,1.38,0.86,1.02,0.95,1.07,0.96,1.025,1.041,1.215,0.909,autozone_park,-2,53
2026,IL,,,Jacksonville Jumbo Shrimp,121 Financial Park,0,0,0,0,0,,,,11000,o,g,329,359,403,428,398,360,324,10,10,10,14,10,10,10,0.96,0.94,0.91,0.94,0.92,0.8,1.11,0.83,0.94,0.867,1.005,0.883,121_financial_park,-2,54
2026,IL,,,Louisville Bats,Louisville Slugger Field,0,0,0,0,0,,,,13131,o,g,325,350,375,405,380,355,340,9,9,9,9,9,9,9,1.06,1.16,1.38,1.15,0.95,0.91,0.76,0.89,1.003,1.027,1.024,1.012,louisville_slugger_field,-2,55
2026,IL,,,Syracuse Mets,NBT Bank Stadium,0,0,0,0,0,,,,11117,o,g,325,345,376,421,380,347,320,7,7,7,7,7,7,7,1.02,0.99,1.54,1.09,1.01,0.95,0.7,1.1,1.015,0.97,1.038,1.095,nbt_bank_stadium,5,56
2026,IL,,,Indianapolis Indians,Victory Field,0,0,0,0,0,,,,15500,o,g,320,380,418,402,362,340,320,10,10,10,14,10,10,10,0.96,0.82,0.82,0.82,1,0.92,1.75,0.88,0.98,0.869,1.198,0.849,victory_field,-2,57
2026,IL,,,Omaha Storm Chasers,Werner Park,0,0,0,0,0,,,,9023,o,g,319,347,380,419,376,341,314,10,10,10,10,10,10,10,1.07,1.09,1.17,1.07,1.05,0.95,0.8,1.25,1.06,1.018,0.967,1.157,werner_park,-2,58
2026,IL,,,Charlotte Knights,Truist Field,0,0,0,0,0,,,,10200,o,g,326,352,385,415,371,342,315,10,10,10,10,10,10,10,1.05,0.8,0.41,1.72,1.07,1.07,0.56,1.46,1.06,0.925,0.479,1.585,truist_field,-2,59
2026,IL,,,St. Paul Saints,CHS Field,0,0,0,0,0,,,,7210,o,g,330,355,380,405,376,348,320,8,8,8,8,16,17,18,1.03,1.06,0.84,1.17,1.04,1,1.63,1.08,1.035,1.03,1.17,1.124,chs_field,4,60
2026,IL,,,Gwinnett Stripers,Coolray Field,0,0,0,0,0,,,,10427,o,g,335,356,378,400,378,356,335,10,10,10,10,10,10,10,0.95,1,1.14,0.69,0.98,0.99,0.77,0.76,0.965,0.995,0.937,0.724,coolray_field,-2,61
2026,KBO,,,NC Dinos,Masan Baseball Stadium,0,0,0,0,0,,,,16000,o,t,346,386,426,438,407,357,333,17,17,13,9,8,6,6,1.039,1.119,1.161,0.973,0.964,1.119,1.161,0.894,1.001,1.119,1.161,0.933,changwon,-2,62
2026,KBO,,,Lotte Giants,Sajik Baseball Stadium,0,0,0,0,0,,,,28500,o,g,314,371,377,395,377,371,314,20,20,20,20,20,20,20,1.067,1.094,0.878,0.951,1.068,1.094,0.878,0.955,1.067,1.094,0.878,0.953,busan,10,63
2026,KBO,,,kt wiz,Suwon KT Wiz Park,0,0,0,0,0,,,,20000,o,g,322,350,377,394,377,350,322,8,8,8,8,8,8,8,1.002,1.008,1.104,1.108,1.001,1.008,1.104,1.107,1.001,1.008,1.104,1.107,suwon,5,64
2026,KBO,,,Kiwoom Heroes,Gocheok Sky Dome,0,0,0,0,0,,,,17000,d,t,325,355,380,400,380,355,325,12,12,12,12,12,12,12,0.992,1.109,0.966,1.113,0.986,1.109,0.966,1.112,0.989,1.109,0.966,1.112,gocheok,7,65
2026,KBO,,,Samsung Lions,Daegu Samsung Lions Park,0,0,0,0,0,,,,24000,o,g,326,377,405,402,405,377,326,12,12,12,12,12,12,12,0.987,1.008,0.886,1.111,0.992,1.008,0.886,1.112,0.989,1.008,0.886,1.111,daegu,6,66
2026,KBO,,,Hanwha Eagles,Hanbat Baseball Stadium,0,0,0,0,0,,,,10500,o,t,322,361,361,374,361,361,322,8,8,8,8,8,8,8,0.971,0.947,0.866,1.121,0.97,0.947,0.866,1.123,0.97,0.947,0.866,1.122,daejeon,8,67
2026,KBO,,,SSG Landers,Munhak Baseball Stadium,0,0,0,0,0,,,,27800,o,g,312,377,377,394,377,377,312,8,8,8,8,8,8,8,0.98,0.896,0.862,1.13,0.976,0.896,0.862,1.131,0.978,0.896,0.862,1.13,incheon,5,68
2026,KBO,,,Doosan Bears,Jamsil Baseball Stadium (DS),0,0,0,0,0,,,,27000,o,g,328,394,394,410,394,394,328,9,9,9,9,9,9,9,0.988,0.925,1.247,0.828,0.987,0.925,1.247,0.827,0.987,0.925,1.247,0.827,jamsil,4,69
2026,KBO,,,KIA Tigers,Gwangju KIA Champions Field,0,0,0,0,0,,,,22262,o,g,306,330,357,418,360,334,303,9,9,9,13,9,9,9,0.899,0.863,0.855,1.023,0.896,0.863,0.855,1.03,0.897,0.863,0.855,1.026,gwangju,8,70
2024,AL,OAK,OAK,Oakland Athletics,RingCentral Coliseum,922286,0.954803316,1,1,0.954803316,OAK,OAK,OAK,35069,o,g,330,367,388,400,388,367,330,8,8,15,8,15,8,8,0.98,1,1.09,0.9,1,0.99,0.95,0.9,0.99,0.99,1.02,0.9,oakland_coliseum,8,71
2024,AL,TBA,TBD,Tampa Bay Rays,Tropicana Field,1337739,0.968886168,1,1,0.968886168,TBD,TBA,TBA,31044,d,t,315,343,370,404,360,346,322,11,11,11,9,11,11,11,0.94,0.97,1.05,0.92,0.97,0.97,0.98,0.99,0.95,0.97,1.01,0.95,tropicana_field,9,72
2019,NL,MIA,FLA,Miami Marlins,Marlins Park,811104,0.93627389,1,1,0.93627389,MIA,FLO,FLO,37422,r,g,344,364,393,407,397,361,335,7,7,14,20,15,7,7,0.759,0.979,1.298,0.943,1.114,0.96,0.961,0.922,0.92,0.967,1.08,0.93,marlins_park_2019-2021,-2,73
2017,NL,MIA,FLA,Miami Marlins,Marlins Park,0,0,0,0,0,MIA,FLO,FLO,37422,r,g,344,364,393,407,397,361,335,7,7,14,20,15,7,7,0.956,0.889,1.117,0.919,0.975,1.005,0.817,0.855,0.967,0.957,0.948,0.886,marlins_park_2012-2018,0,74
2017,NL,ATL,ATL,Atlanta Braves,SunTrust Park,2505252,1.028360625,1,1,1.028360625,ATL,ATL,ATL,41149,o,g,335,360,385,400,375,360,325,6,9,9,9,9,16,16,1.008625639,0.980881131,0.851864242,0.959314559,1.00603318,1.001801108,0.872170203,0.911286638,1.007032893,0.991509057,0.860005252,0.931541276,truist_park,7,75
2016,NL,ATL,ATL,Atlanta Braves,Turner Field,2548679,1.000891377,1,1,1.000891377,ATL,ATL,ATL,49586,o,g,335,358,380,401,390,360,330,8,8,8,8,8,8,8,1.016,0.978,0.893,0.941,0.972,0.97,0.973,0.935,0.993,0.975,0.914,0.938,turner_field_1997-2016,7,76
2015,NL,COL,COL,Colorado Rockies,Coors Field,2793828,1.242372617,1,1,1.242372617,COL,COL,COL,50480,o,g,347,369,390,415,375,358,350,8,8,8,8,14,14,14,1.125,0.983,1.143,1.019,1.182,1.011,1.205,1.05,1.153,1,1.171,1.038,coors_field_1995-2017,3,77
2015,AL,LAA,ANA,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3019505,0.937609238,1,1,0.937609238,LAA,ANA,ALA,45483,o,g,330,371,387,400,375,363,330,5,5,8,8,8,5,5,1.004,0.957,0.767,0.973,0.95,0.974,0.872,0.998,0.976,0.968,0.827,0.99,angel_stadium_of_anaheim,9,78
2013,NL,NYN,NYM,New York Mets,Citi Field,2135657,0.916713626,1,1,0.916713626,NYM,NYN,NYN,41922,o,g,331,347,373,408,384,375,330,8,8,8,11,18,8,8,0.950391115,0.996347191,0.912905122,1.00919773,0.971854105,0.987919828,0.827256397,1.067434326,0.961972292,0.991799977,0.870458355,1.039654458,citi_field_2012-2014,9,79
2013,AL,BOS,BOS,Boston Red Sox,Fenway Park,2833333,1.046558654,1,1,1.046558654,BOS,BOS,BOS,37499,o,g,310,335,379,390,383,380,302,37,37,18,9,9,3,3,1.055787396,1.17861992,1.161463799,0.861103149,1.026361791,1.083098036,0.832704615,1.009842369,1.039887597,1.125841319,1.017188883,0.935601941,fenway_park,-2,80
2009,NL,NYN,NYM,New York Mets,Citi Field,3853955,0.94938136,1,1,0.94938136,NYM,NYN,NYN,41800,o,g,335,363,388,408,384,378,330,12,12,16,11,18,8,8,0.974587626,0.967235216,1.059700407,0.977410645,0.991116805,0.991021576,1.352973784,0.91905943,0.983577149,0.979726368,1.15625,0.943119149,citi_field_2009-2011,0,81
2008,AL,OAK,OAK,Oakland Athletics,McAfee Coliseum,1921844,0.943580455,1,1,0.943580455,OAK,OAK,OAK,34007,o,g,330,367,388,400,388,367,330,8,8,15,8,15,8,8,0.924,0.951,1.014,1.015,0.931,0.99,0.99,0.939,0.927,0.972,1.007,0.972,oakland_coliseum,10,82
2008,AL,NYA,NYY,New York Yankees,Yankee Stadium,4271083,1.032688334,1,1,1.032688334,NYY,NYA,NYA,57545,o,g,318,359,392,408,385,353,314,8,8,7,7,9,10,10,0.978,0.94,0.878,1.059,1.025,1.026,0.906,0.978,1.001,0.979,0.884,1.018,yankee_stadium_1988-2008,8,83
2008,NL,NYN,NYM,New York Mets,Shea Stadium,3853955,0.958270651,1,1,0.958270651,NYM,NYN,NYN,55777,o,g,338,358,378,410,378,358,338,8,8,8,8,8,8,8,0.982011232,1.003278055,0.952030006,0.992748349,0.960663349,1.002780386,0.833155488,1.016571711,0.970303698,1.002608925,0.903080806,1.005228795,shea_stadium_1979-2008,0,84
2007,NL,WAS,WSN,Washington Nationals,RFK Stadium,0,0,0,0,0,WSN,MON,WAS,46500,o,g,335,360,381,408,380,353,335,7,7,7,7,7,7,7,1.006,0.985,1.045,0.895,0.977,0.985,1.045,0.897,0.987,0.985,1.045,0.896,rfk_stadium_2005-2007,0,85
2006,NL,SLN,STL,St. Louis Cardinals,Busch Stadium,3407104,0.964641521,1,1,0.964641521,STL,SLN,SLN,40713,o,g,336,362,396,400,396,362,335,8,8,8,8,8,8,8,0.9955327,0.940098567,0.830217498,0.888503149,0.997483381,0.958043672,1.037675227,0.896012962,1.001996878,0.951401869,0.925233645,0.894349597,busch_stadium,6,86
